title,authors,publisher,subject,categories,maturityRating,page_count,average_rating,ratings_count,published_date,description,publish_year,page_count_scaled,publish_year_scaled,cluster_11,cluster_12,cluster
The Stash Plan,"Laura Prepon, Elizabeth Troy",Simon and Schuster,nonfiction,Health & Fitness,NOT_MATURE,288,0.0,0,2016-03-01,"""Cook ahead, mix and match, nourish body and soul""--Cover.",2016,0.1122704507512521,0.8767123287671197,10,10,1
How to be Well,Frank Lipman,Houghton Mifflin Harcourt,nonfiction,Health & Fitness,NOT_MATURE,259,0.0,0,2018-01-01,"Now available in paperback, the holistic manual for everything you need to know to ""be well,"" from celebrity health guru and NYT bestselling author Dr. Frank Lipman",2018,0.1001669449081803,0.9041095890410951,10,10,1
"Wild, Beautiful Places",National Geographic,National Geographic Books,nonfiction,Nature,NOT_MATURE,324,0.0,0,2016-01-01,"National Geographic photography captures the world's most remote, exotic places in this visually stunning travel book full of scenic wonders to experience. Highlighting 50 of Earth's most pristine, scenic locales, this beautiful book is illustrated with stunning images, coupled with accessible, engaging descriptions and practical travel information. The book covers everything from otherworldly, secluded valleys to far-flung, soaring mountain ranges. National Geographic photographers share some of their favorite shots from around the world and explain how they got them, and historical photos culled from National Geographic's hallowed image archive highlight old Society explorations in rugged, distant locations, and give a glimpse into the bygone days of these exotic places.",2016,0.12729549248747915,0.8767123287671197,10,10,1
Sixty Million Frenchmen Can’t Be Wrong,"Jean-Benoit Nadeau, Julie Barlow","Sourcebooks, Inc.",nonfiction,Social Science,NOT_MATURE,370,5.0,1,2003-05-01,"A historical and cultural guide revealing the French approach to land, food, privacy, language, and more and how globalization led France to become one of the unlikeliest influential countries in the world. Discover the captivating allure of France as you delve into the intricate fabric of its unique culture with Sixty Million Frenchmen Can't Be Wrong. This thought-provoking book explores the enigmatic charm of the French nation while shedding light on the nuances that both bewitch and puzzle the world. In this illuminating read, authors Jean Nadeau and Julie Barlow take you on an insightful journey, revealing the reasons why France remains a top global destination, loved and admired by many. Drawing from extensive research and personal experiences, they dissect the cultural intricacies that have earned France its reputation as a cultural giant. Within the pages of this book, you'll explore the art of living à la française, the allure of Parisian streets, the delights of French cuisine, and the essence of joie de vivre. Unravel the secret behind the French paradox: how a nation can evoke both admiration and frustration simultaneously. Gain a deeper understanding of the French communication style, their views on work and leisure, and the societal norms that shape their interactions. Sixty Million Frenchmen Can't Be Wrong is your gateway to decoding the French psyche, bridging the gap between perceptions and reality. Whether you're an avid traveler, a culture enthusiast, a Francophile, or simply curious about the mysteries of French culture, this book offers a fresh perspective on why we adore France while struggling to comprehend the French. Prepare to be enlightened, entertained, and enriched by this engaging exploration of a nation that has left an indelible mark on the world.",2003,0.1464941569282137,0.6986301369862993,10,10,1
The Martha Manual,Martha Stewart,Harvest,nonfiction,Cooking,NOT_MATURE,403,0.0,0,2019-01-01,"The time-tested, Martha-approved strategies in this book will help you organize, celebrate, clean, decorate... and any number of other life skills. -- adapted from back cover",2019,0.16026711185308848,0.917808219178081,10,10,1
The Meaning of Life,"Marc Mauer, Ashley Nellis",Unknown,nonfiction,Capital punishment,NOT_MATURE,204,0.0,0,2018-01-01,"""From the author of the ... Race to Incarcerate, [an] ... argument for eliminating life sentences, including profiles of six people directly impacted by life sentences""--Provided by publisher.",2018,0.07721202003338899,0.9041095890410951,10,10,1
Science in the Soul,Richard Dawkins,Unknown,nonfiction,Science,NOT_MATURE,450,0.0,0,2017-01-01,"A ""defense of science and clear thinking [in a] career-spanning collection of essays, including twenty pieces published in the United States for the first time""--Amazon.com.",2017,0.1798831385642738,0.8904109589041092,10,10,1
The Wright Brothers: Nose-Diving Into History (Epic Fails #1),"Ben Thompson, Erik Slader",Unknown,nonfiction,Juvenile Nonfiction,NOT_MATURE,129,0.0,0,2018-07-10,"Describes the lives of the two American brothers who designed, built, and flew the first heavier-than-air aircraft to fly successfully, detailing the many mishaps and misadventures that preceded it.",2018,0.045909849749582635,0.9041095890410951,10,10,1
Underland,Robert Macfarlane,Hamish Hamilton,nonfiction,Unknown,NOT_MATURE,496,0.0,0,2019-05-02,"The highly anticipated new book from the internationally bestselling, prize-winning author of Landmarks, The Lost Words and The Old Ways 'You'd be crazy not to read this book' The Sunday Times 'Underland is a magnificent feat of writing, travelling and thinking that feels genuinely frontier pushing, unsettling and exploratory' Evening Standard 'Marvellous... Neverending curiosity, generosity of spirit, erudition, bravery and clarity... This is a book well worth reading' The Times 'Extraordinary... at once learned and readable, thrilling and beautifully written' Observer 'Attentive, thoughtful, finely honed... I turned the last page with the unusual conviction of having been in the company of a fine writer who is - who must surely be - a good man' Telegraph 'Poetry, science, a healthy sense of the uncanny and a touch of the shamanic are the hallmarks of his writing... This is a journey that tells the story not just of nature but of human nature. And there is noone I would more gladly follow on it' i 'Startling and memorable, charting invisible and vanishing worlds. Macfarlane has made himself Orpheus, the poet who ventures down to the darkest depths and returns - frighteningly alone-to sing of what he has seen' New Statesman Discover the hidden worlds beneath our feet... In Underland, Robert Macfarlane takes us on a journey into the worlds beneath our feet. From the ice-blue depths of Greenland's glaciers, to the underground networks by which trees communicate, from Bronze Age burial chambers to the rock art of remote Arctic sea-caves, this is a deep-time voyage into the planet's past and future. Global in its geography, gripping in its voice and haunting in its implications, Underland is a work of huge range and power, and a remarkable new chapter in Macfarlane's long-term exploration of landscape and the human heart. 'Macfarlane has invented a new kind of book, really a new genre entirely' The Irish Times 'He is the great nature writer, and nature poet, of this generation' Wall Street Journal 'Macfarlane has shown how utterly beautiful a brilliantly written travel book can still be' Observer onThe Old Ways 'Irradiated by a profound sense of wonder... Few books give such a sense of enchantment; it is a book to give to many, and to return to repeatedly' Independent on Landmarks 'It sets the imagination tingling...like reading a prose Odyssey sprinkled with imagist poems' The Sunday Times onThe Old Ways",2019,0.19908180300500836,0.917808219178081,10,10,1
The Book of Help,Megan Griswold,Unknown,nonfiction,Biography & Autobiography,MATURE,386,0.0,0,2019-01-22,"A hilarious memoir-in-remedies by a self-described “professional soul-searcher” that details a journey of self-discovery through more than 160 tonics, seminars, regimens, and transformative therapies. From an early age, Megan Griswold was set on a path of looking outside herself to learn about herself. At birth her parents found a Christian Science practitioner for her, at age seven she asked Santa for a mantra, and at 12 she started taking workshops on personal growth. Her over-the-top existential curiosity eventually led her to outdoor leadership training in Patagonia where she met her husband. Their marriage was not without challenges, and after he was arrested, Megan’s world was shattered. Rather than shatter along with it, she embarked on a journey of self-discovery with renewed vigor. The Book of Help is the story of the 15,000 hours and 160 different remedies, therapies, and modalities that Megan went through, poking and prodding herself to feel better and be better. She explores a past-life family tree, gets trained in Five Element Acupuncture, becomes a doula, takes Ayahuasca, does a water fast, and sees psychics and a bevy of therapists. With a voice that is at once intimate and hilarious, Megan captures the openness and honesty necessary when taking a new path in life. Even if you open the book only with curiosity, you'll close it with a new understanding of yourself.",2019,0.1531719532554257,0.917808219178081,10,10,1
